项目编码,受助单位名称,资助金额
90894,中民慈善捐助信息中心,
91152,中南大学,620000
99168,中南大学湘雅二医院,180000
68704,中南林业科技大学,600000
68704,中南林业科技大学,300000
63067,中欧国际工商学院,2000000
64261,中国青年科技工作者协会,700000
96668,中国青年科技工作者协会,190000
92516,中厦集团,28000
81038,中山大学,100000
84332,中山大学,3130000
89966,中山大学,100000
90592,中山大学,800000
90615,中山大学,9000000
94880,中山大学,200000
110452,中山大学,100000
103073,中天集团,
90856,中央财经大学,1610091
90856,中央财经大学,1086095.3
99028,中央电视台,5000000
92727,中央电视台,1200000
72849,中央民族乐团,200000
67025,中央民族乐团,975000
98641,中央民族乐团,952507
96511,重庆市妇女联合会,12400000
72840,中国共产党重庆市委员会宣传部,
98248,重庆医科大学附属儿童医院,200000
118734,重庆医科大学附属儿童医院,120000
105670,综合开发研究院（中国深圳）,300000
105673,综合开发研究院（中国深圳）,200000
105672,综合开发研究院（中国深圳）,100000
105671,综合开发研究院（中国深圳）,300000
84797,陈云,14600
65324,赖永海,10000
91318,深圳市深圳大学教育发展基金会,6050000
110448,深圳市深圳大学教育发展基金会,2750000
77940,广东省国强公益基金会,10000000
88991,广东省国强公益基金会,2600000
106426,广东省国强公益基金会,180935000
106426,广东省国强公益基金会,3000000
106426,广东省国强公益基金会,3000000
99800,广东省慧灵智障人士扶助基金会,614817
63053,刘东,87500
64218,贵州省妇女联合会,18860000
105102,贵州省妇女联合会,4888925
123726,贵州省妇女联合会,7150000
63019,河南大学,1140200
118061,陕西师范大学,20000
106576,云南省光彩事业基金会,5000000
80109,西安市残疾人联合会,261366
63992,深圳市明德实验教育基金会,50000000
110448,深圳市明德实验教育基金会,50000000
64218,新疆维吾尔族自治区妇女联合会,8350000
64221,新疆维吾尔族自治区妇女联合会,2529000
105102,新疆维吾尔族自治区妇女联合会,2127950
89828,国际儒学联合会,10000000
95888,共青团湖北省委,
89676,北京自然之友公益基金会,401268
107176,北京自然之友公益基金会,438454
98961,南通市财政局,900000
106380,北京同仁张晓楼眼科公益基金会,1200000
81223,南京农业大学,916000
95007,南京农业大学,1048950
125051,深圳市同心慈善基金会,
70032,四川省财政厅,1700000
97313,山东省归国华侨联合会,250000
101938,浙江农林大学,64500
64890,贵州省志愿者行动指导中心,818400
72568,重庆市儿童福利院,650000
72565,重庆市儿童福利院,330720
72570,重庆市儿童福利院,154032
72572,重庆市儿童福利院,110409
72567,重庆市儿童福利院,88000
101447,重庆市儿童福利院,1000000
109403,重庆市儿童福利院,2359827
118457,重庆市儿童福利院,720000
118458,重庆市儿童福利院,320000
80033,中共中央党校,60000
102118,中共中央党校,40889
102125,中共中央党校,30000
99179,北京天使妈妈慈善基金会,2000000
104525,北京天使妈妈慈善基金会,3000000
104525,北京天使妈妈慈善基金会,1000000
83334,北京天使妈妈慈善基金会,1700000
110275,北京天使妈妈慈善基金会,7365478.6
110276,北京天使妈妈慈善基金会,13981863.85
90923,北京圆明园遗址保护基金会,2000000
92669,海南省残疾人基金会,30000
110532,海南省残疾人基金会,6000000
64279,中国藏学研究中心,1000000
82476,浙江省微笑明天慈善基金会,500000
97714,浙江省微笑明天慈善基金会,500000
107517,浙江省微笑明天慈善基金会,800000
90888,广东省妇联,
91092,广东省妇联,
83023,江阴市财政局,300000
94200,海口市财政局,5000000
93318,北京宏信公益基金会,4770801.96
63974,中国社会组织促进会,1000000
89011,中国社会组织促进会,1000000
91076,中国社会组织促进会,50000
114568,中国社会组织促进会,500000
99397,北京朝阳公园开发经营公司,200000
121511,北京朝阳公园开发经营公司,1467571.5
72417,恒生银行（中国）有限公司,
72415,恒生银行（中国）有限公司,
72413,恒生银行（中国）有限公司,
106178,中国少年儿童新闻出版总社,789557
65628,中国滋根乡村教育与发展促进会,100000
84027,项炜伊,39999.96
84028,珠海市万香文儿童自闭症康复中心,100000
66968,浙江大学医学院附属儿童医院,1402114.51
102556,浙江大学医学院附属儿童医院,1466744.98
109406,浙江大学医学院附属儿童医院,775743.97
63019,河南大学出版社有限责任公司,859800
67951,浙江省人民医院,245600
62883,山东金佰特商用厨具有限公司,38370115
90885,山东金佰特商用厨具有限公司,50479073
62891,中国青少年发展服务中心,3150000
99103,中国青少年发展服务中心,5200000
67054,昆明市官渡区光明眼科专科门诊部,1343125
123259,昆明市官渡区光明眼科专科门诊部,121200
123259,昆明市官渡区光明眼科专科门诊部,219600
83038,新华人寿保险股份有限公司,1212750
83038,新华人寿保险股份有限公司,2075480
83038,新华人寿保险股份有限公司,1726740
83038,新华人寿保险股份有限公司,1152420
83038,新华人寿保险股份有限公司,1455120
82533,中国民主建国会广西壮族自治区委员会,932640
89685,中国民主建国会广西壮族自治区委员会,300000
89921,中国民主建国会广西壮族自治区委员会,4540000
82468,开化县革命老区开发建设促进会,420000
107517,开化县革命老区开发建设促进会,400000
64025,《社会与公益》杂志社有限公司,950000
91237,《社会与公益》杂志社有限公司,900000
79924,国家行政学院,1536650.12
97623,中国烟草总公司,9000
81038,云南财经大学,100000
84019,北京名成吉业航空服务有限公司,498200
98616,江苏省演艺集团有限公司,318309
92940,广西华侨学校,466667
63001,运城市教育局,2800000
79377,汕尾市红树林种植公司,500000
79385,珺涵传媒广告有限公司,41970
64218,陕西省妇联,7790000
64224,陕西省妇联,2946300
105100,陕西省妇联,7516800
98001,上海大学教育发展基金会,1500000
102556,中国医学科学院血液病医院（血液学研究所）,837636.02
109406,中国医学科学院血液病医院（血液学研究所）,4405039.25
67987,北京吉利大学,
89916,北京吉利大学,621000
64775,中国杂技家协会,500000
64775,宝彤嘉业国际文化传播（北京）有限公司,1710000
64995,北京全聚德和平门店,40000
83928,凯润创品牌策划顾问（北京）有限公司,106000
64508,上海外航国际旅行社有限公司,954646.41
64504,北京力意丰科技有限公司,530000
111389,潮安县龙湖镇三英小学,100000
77639,南平市教育局,1000000
68663,CNEX FOUDATION LIMITED,1521425
90004,CNEX FOUDATION LIMITED,1547800
64251,中国关心下一代工作委员会健康体育发展中心,300000
106386,贵州大学教育发展基金会,200000
106387,贵州大学教育发展基金会,200000
67951,浙江大学医学院附属第二医院,324460
67951,宁波市第六医院,225000
65763,新疆阿图什昆山育才学校,150000
70035,北京华信医院,1709952
99165,北京华信医院,897228.9
110289,北京华信医院,600999
66966,第三军医大学第二附属医院,5319464.35
66966,第四军医大学第一附属医院,7354103.55
102547,第四军医大学第一附属医院,7829555.97
78015,武警广东总队医院,1040000
94442,武警广东总队医院,704000
122049,武警广东总队医院,1105000
64668,云南省林业基金管理总站,4500000
64665,普罗米绿色能源（深圳）有限公司,4000000
101951,普罗米绿色能源（深圳）有限公司,500000
64661,内蒙古蒙树景观工程建设有限公司,68050000
101929,内蒙古蒙树景观工程建设有限公司,81716063.6
118155,内蒙古蒙树景观工程建设有限公司,66043691
64658,兴宁市绿胜园林绿化有限公司,538800
64658,紫金县绿林营林服务有限公司,411600
64658,东源县义合镇南浩苗圃场,274400
78019,广东童年之家实业有限公司,412040
94446,广东童年之家实业有限公司,386061
105320,广东童年之家实业有限公司,5418800
123692,广东童年之家实业有限公司,4363560
105319,深圳沃尔玛百货零售有限公司,13455778
105321,深圳沃尔玛百货零售有限公司,5473472
123688,深圳沃尔玛百货零售有限公司,7174100
105319,北京伍捌捌伍户外救援技术有限公司,2626564.8
105319,浙江泰普森休闲用品有限公司,2843245.52
123688,浙江泰普森休闲用品有限公司,2679200
62835,北京市朝阳区自然之友环境研究所      筛选,285600
69780,四川省八一康复中心,3192150
118013,云南省第二人民医院,200000
64033,中山大学中山眼科中心,1215816
64033,甘肃省康复中心医院,238090.93
96060,甘肃省康复中心医院,1284720
80109,钓鱼台国宾馆,248851
76696,青海省卫生厅,2480000
77691,铜川矿务局中心医院,215612.04
77691,湖南省职业病防治院,947229.2
110956,湖南省职业病防治院,209989.1
81851,北京市太阳村儿童教育咨询中心,21500
95317,北京市太阳村儿童教育咨询中心,20180
64611,迁西县远洋食品有限公司,220000
64611,阿拉善盟弘瑞生态有限公司,930000
64610,大连市林业局,9800000
97549,大连市林业局,8000000
97549,大连市林业局,1800000
64607,重庆市林业局,67705675
97548,重庆市林业局,1800000
97548,重庆市林业局,3600000
110685,重庆市林业局,5400000
101803,中法网（北京）国际文化传媒有限公司,2000000
64224,凤凰都市传媒科技股份有限公司,1177114.29
64221,北京三江金客汽车销售有限公司,900000
107713,北京三江金客汽车销售有限公司,3640000
96511,江西省妇女联合会,17900000
105100,江西省妇女联合会,8516855
93107,浙江科技学院教育基金会,16000
83721,北京安康建业科技有限责任公司,7588601.96
83723,北京安康建业科技有限责任公司,2500000
83738,北京安康建业科技有限责任公司,4650000
95315,北京安康建业科技有限责任公司,8490650
95332,北京安康建业科技有限责任公司,1000000
83727,北京德恒天地公关策划有限公司,1613745
95350,北京德恒天地公关策划有限公司,2833625
110639,北京德恒天地公关策划有限公司,2342745
83727,北京开和迪咨询有限公司,1194661.08
110639,北京开和迪咨询有限公司,2829256.52
95505,广东省科学育儿实验基地,20000
110640,广东省科学育儿实验基地,100000
83868,北京万业科技发展有限公司,95309.4
99866,北京万业科技发展有限公司,60443.8
99869,北京万业科技发展有限公司,49200
116936,北京万业科技发展有限公司,67778
116941,北京万业科技发展有限公司,55831.2
116939,北京万业科技发展有限公司,56100
81845,广西大学,129600
110350,广西大学,58800
110339,会宁县教育局,20000
110339,会宁县教育局,92500
110340,会宁县教育局,22500
110340,会宁县教育局,17520
110340,会宁县教育局,17520
110342,会宁县教育局,54600
97825,北京今日新雅彩印制版设计有限公司,48465.2
81853,泉州市洛江区会计核算中心,300000
110342,泉州市洛江区会计核算中心,236080
110342,泉州市洛江区会计核算中心,59020
81845,西南林业大学,70200
81038,西南林业大学,100000
89966,西南林业大学,100000
110350,西南林业大学,47250
81845,陕西科技大学,129600
95326,陕西科技大学,47250
110350,陕西科技大学,40950
95293,共青团定西市安定区委,243725
81038,昆明学院,100000
81038,昆明医科大学,100000
89966,昆明医科大学,100000
81038,云南民族大学,100000
71665,云南民族大学,
81038,云南中医学院,100000
71665,云南中医学院,
81038,昆明理工大学,100000
71665,昆明理工大学,
89966,昆明理工大学,100000
