项目编码,受助单位名称,资助金额
108005,贵州省慈善总会,5611000
80158,河南省慈善总会,7200000
92110,湖北省慈善总会,1000
111634,江苏省慈善总会,
80162,辽宁省慈善总会,3300000
80166,辽宁省慈善总会,4000000
91116,辽宁省慈善总会,9500000
99351,辽宁省慈善总会,1872000
108005,辽宁省慈善总会,3729000
99351,陕西省慈善协会,2804000
100056,陕西省慈善协会,2550000
108005,陕西省慈善协会,5593000
79790,江西省慈善总会,100000
99351,江西省慈善总会,2804000
91425,江西省慈善总会,700000
108005,江西省慈善总会,5593000
89981,云南省慈善总会,4507285
90088,云南省慈善总会,5000000
91129,云南省慈善总会,8661124
99351,云南省慈善总会,1421000
108005,云南省慈善总会,2828000
77920,广东省慈善总会,
90086,广东省慈善总会,5000000
90287,广东省慈善总会,250000
90305,广东省慈善总会,180000
90308,广东省慈善总会,100000
90085,广西慈善总会,5000000
92669,海南省慈善总会,30000
99351,湖南省慈善总会,1872000
108005,湖南省慈善总会,3729000
66529,吉林省慈善总会,74800
99351,吉林省慈善总会,2808000
108005,吉林省慈善总会,5596000
80160,内蒙古自治区慈善总会,4000000
121308,内蒙古自治区慈善总会,4000000
107442,宁夏慈善总会,
91117,青海省慈善总会,9000000
64984,四川省慈善总会,5000000
67115,四川省慈善总会,10000000
67413,四川省慈善总会,10000000
64301,四川省慈善总会,10000000
81268,四川省慈善总会,
63889,四川省慈善总会,
90920,西藏自治区慈善总会,5000000
108077,西藏自治区慈善总会,1800000
93137,重庆市慈善总会,
99351,重庆市慈善总会,2813000
108005,重庆市慈善总会,5611000
122683,北京中财文化发展有限公司,250000
93237,台湾蓝色东港溪保育协会,145111.06
85997,泸州景洪捌零零医疗器械服务有限公司,1165500
97516,北京书海方舟物流有限公司,1500030
121690,北京华文学院,10500000
86097,四川省宜宾市老龄工作委员会办公室,820000
86155,湖北省恩施州鹤峰县教育局,8488268
98325,湖北省恩施州鹤峰县教育局,5552034
110861,湖北省恩施州鹤峰县教育局,4512913
86155,四川省凉山州教育局,6068092
86155,湖南省怀化市新晃侗族自治县教育局,3971524
98325,湖南省怀化市新晃侗族自治县教育局,2870758.5
110861,湖南省怀化市新晃侗族自治县教育局,4242572
86157,湖南天天向上公司,2003536
107965,兰州大学,2790235
86324,上杭县古田镇人民政府,63131086.22
91951,上杭县古田镇人民政府,9967351.4
82591,习水县土城镇人民政府,10000000
91952,习水县土城镇人民政府,45238345
82268,永嘉县黄田中学,1000000
95180,五华县华城镇人民政府,80000
95176,五华县华城镇人民政府,1000000
122921,五华县华城镇人民政府,100000
95173,大埔县西河镇下北塘村公益理事会,5000
122922,大埔县西河镇下北塘村公益理事会,26000
111784,江西省政协海外扶贫基金会,200000
81082,北京第二外国语学院,
81082,山东省中医药大学,
81106,云南大学微尘社,
81110, 曲靖市麒麟区三宝镇何旗小学,
81110,瑞丽大益希望中学,
81110,曲靖富源大栗大益希望小学,
81113,南华希望小学,
81115,昆明市安宁朝阳小学,
73099,迪庆州香格里拉洛吉小学,
71632,迪庆州香格里拉洛吉小学,
71700,昭通市彝良县海子乡大坪村詹明侨心小学,
71665,云南农业大学,
71628,德宏州芒市勐稳小学,
81151,云南定远投资有限公司,
81151,北京雅歌在线国际文化交流有限公司,
81151,呈贡区教育局,
72447,日本地球绿化会,
72445,日中友好沙漠绿化团,
72445,昆明海口林场,
72431,云南电网公司电网规划研究中心,
72840,中共重庆市委员会宣传部,
72840,重庆市精神文明建设委员会办公室,
72840,重庆市国土资源和房屋管理局,
72840,重庆市环境保护局,
72846,重庆友好飞虎队博物馆,
72849,西藏自治区歌舞团,
72851,德国柏林交响乐团,
72869,江苏商会,
72869,潼南县塘坝文昌学校,
104507,中通会计师事务所有限责任公司,2000000
107341,中央戏剧学院,8000
87613,上海科友国际旅行社有限公司,84480
87617,天津讯飞信息科技有限公司,500144
92117,中国青年政治学院,
87639,陕西海阅棠文化传媒有限公司,876731.6
86085,香港烛光教育基金会,
86087,香港烛光教育基金会,
86093,中华医学会计划生育学分会,
86093,国家卫生计生委科学技术研究所,
62667,凤凰县吉信学区中心完小,
63158,郴州市裕湘面米有限公司,
63453,宁乡县人民政府,
63448,湖南省富基集团,
68340,涟源市三一学校,
87704,OPERALIA美国股份有限公司,3640834.66
106839,OPERALIA美国股份有限公司,3499440.16
98622,北京天道和圣文化发展有限公司,398000
87710,北京市演出有限责任公司,1260000
87772,贵州毕节市金沙县城关镇财政所,200000
123946,海南大德宝科技股份有限公司,4700000
87928,天津市赫然广告传媒有限公司,118210
87954,天全县初级中学,419600
87955,北京市大兴区蒲公英中学                筛选,330000
93980,北京市大兴区蒲公英中学                筛选,780500
87956,拉萨市母子保健协会,200000
105102,宁夏回族自治区妇女联合会,2120000
121428,宁夏回族自治区残疾人联合会,1791345.81
121428,宁夏回族自治区残疾人联合会,261998.4
92102,北京大学出版社有限公司,60000
88091,北京市朝阳区安民学校,3500000
88091,北京市昌平区妇女联合会,1000000
88091,北京市平谷区妇女联合会,437000
88089,北京市房山区妇女儿童活动中心,200000
88089,北京市丰台区人民政府,180200
88089,北京市石景山区机关行政事务管理处,180000
88089,北京市大兴区妇女联合会,639078.12
88095,北京市大兴区妇女联合会,225500
100129,北京市大兴区妇女联合会,200000
88095,苗荟（北京）文化创意有限公司,100000
88095,延庆县妇联,50000
88127,堆龙德庆县委员会,1800000
88130,北京天宝良业科技有限公司,283000
88128,河南新华书店,254570
88228,上海泽畋农业科技有限公司,1200000
88241,吴忠市红寺堡区妇女联合会,63600
88287,北京阳光之旅航空服务有限责任公司,256732.5
88288,北京阳光之旅航空服务有限责任公司,21615
103582,北京阳光之旅航空服务有限责任公司,296195
109403,西安市儿童福利院,2024222.4
88353,青年电影制片厂,318504.5
88354,北京蓝冰印刷有限公司,11000
88354,成都爱视界文化传媒有限责任公司,42000
108047,北京爱特博旅运服务有限公司,69863.5
64125,漳州开发区,500000
82579,黑龙江省人民政府,3000000
82581,石楼县人民政府,1000000
69281,宝兴县实验小学,150000
69281,宝兴县灵关中心小学,150000
81121,武定石腊它小学,
81121,禄劝县照鲁村,
65587,宁波市红十字会,
121702,湖南省华侨公益基金会,1000000
121704,湖南省华侨公益基金会,1000000
70918,泸定县中心敬老院,
69050,罗甸县大亭乡中心校,
69050,荔波县播尧乡拉平小学,
104950,山西医科大学教育发展基金会,1500000
120981,长沙市德兰光明慈善基金会,50000
109338,浙江马云公益基金会,100000000
96448,北京徽鸿文化发展有限责任公司,70000
67767,玉树州利民协会,70820
67767,玉树州利民协会,60000
82087,宁波百川爱心志愿团,198600
82087,慈溪市匡堰镇樟树村民委员会,201000
99330,芦山县财政局,322000
105320,芦山县财政局,24041746.52
123689,芦山县财政局,8545681.74
64129,绍兴市园林建设有限公司,400000
64129,杭州兆丰建设有限公司,110566
64129,浙江浙大安达科技有限公司余杭分公司,356000
64129,杭州浙大同力水电安装建设有限公司,180560
64129,杭州长和装饰工程有限公司,120000
64129,澜瑞图书(上海)有限公司,102101
64130,景冬彝族自治县教育局,100000
64130,景冬彝族自治县教育局,123000
64130,宜州市教育局,200000
71055,淳安县老年基金会,120000
68920,安徽楼冲小学,111976
69733,上海松江慈善分会,500000
82533,政协云南省委员会办公厅,990000
81851,上海市静安区南京西路社区,21935
81857,中国共产主义青年团定西市安定区委员会,194184
115359,深圳市宝安区海裕社区基金会,1600000
74191,建瓯市小松镇会计核算中心,1560000
74191,永新县怀忠镇村级财务管理中心,500000
74451,青海省心脑血管专科医院,400000
99857,青海省心脑血管专科医院,435000
119837,青海省心脑血管专科医院,200000
76311,小伙伴艺术团,1897894
105320,北川羌族自治县羌魂社会工作服务中心,2893476
105321,北川羌族自治县羌魂社会工作服务中心,1228000
123688,北川羌族自治县羌魂社会工作服务中心,1565700.5
107727,昭通市青少年发展基金会,305000
109941,北京乾坤恒大健康扶贫基金会,2190200
106982,北京老牛兄妹公益基金会,6000000
110771,宁波市善园公益基金会,20000000
115358,重庆市民泰社区公益事业发展基金会,2000000
89007,神华集团有限责任公司,12003600
117300,神华集团有限责任公司,51996400
104930,贵州财经大学,1400000
89007,刚察县财政局,12500000
117304,刚察县财政局,12000000
89005,玉树藏族自治州教育局,1620000
89005,抚州市临川区财政局,900000
89008,普格县教育体育局,2000000
89008,四川省布拖县人民医院,2000000
89008,陕西佳县县级机关会计核算中心,660000
89008,新疆昌吉州奇台县第一中心,950000
99978,雅安市残疾人联合会,6000000
89024,北京国大药房连锁有限公司永定门连锁店,113945760
89024,国药控股国大药房上海连锁有限公司水城路店,89580000
89024,浙江英特药房天目山店,45506640
89024,国药控股国大药房广州连锁有限公司,38967300
89024,河南鸿翔一心堂药业有限公司郑州金水路店,30098880
89025,广州百济新特药业连锁有限公司,44872416
89025,杭州全德堂药店,37747404
89025,上海众协药店有限公司中山西路店,49875084
89025,上海复肿,42446880
105320,天全县财政局,14039311.6
123689,天全县财政局,8146205.39
105320,雅安市雨城区财政局,11877150.73
123689,雅安市雨城区财政局,7541255.66
105320,汉源县教育局,8398770
123689,汉源县教育局,7274255.6
105320,荥经县财政局,4732653.74
89059,青海广驰建设工程有限公司,338870
89054,北京知远博文咨询有限公司,360000
89058,凤阳县档案局,200000
89060,深圳市佳誉祥音响电子有限公司,38800
89176,佳运新思（北京）国际文化有限公司,2450000
121513,佳运新思（北京）国际文化有限公司,875000
89165,上海盛文文化传播中心,2160000
89175,北京拓安科云酒店管理有限公司,4500000
109888,中南大学湘雅医院,200116.03
106020,雅安市芦山县教育局,1000000
89494,徐闻县下洋镇小苏村民委员会,15000
101897,中粮（成都）粮油工业有限公司,5873029
89433,深圳市汉旗文化传播有限公司,150000
89433,共青团深圳市福田区委员会,50000
89641,中央人民政府驻香港特别行政区联络办公室,1600000
89645,海南省财政厅,2000000
89683,金华绿色之友,
89689,南宁市天桃实验学校,300000
89741,北京汉雅天诚教育科技教育有限公司,100000
89741,北京新京报传媒有限责任公司,360000
89741,《中国教育信息化》杂志社,300000
89743,北京瑞森德管理顾问有限公司,1181172.9
92797,北京瑞森德管理顾问有限公司,400000
99801,北京瑞森德管理顾问有限公司,200000
99801,北京瑞森德管理顾问有限公司,18000
89743,上海蓝色光标品牌顾问有限公司,1935385.09
89743,北京分形科技有限公司,306800
89783,兴安纪念公园,137765
98325,凉山彝族自治州美姑县教育局,2732056
110861,凉山彝族自治州美姑县教育局,4408159
89921,政协云南省委员会,7620768
89921,广州百信家居有限公司,672000
89923,乌拉特中旗科学技术协会,842900
89923,赫章县爱德项目办公室,569922.1
89924,贵州省基督教三自爱国运动委员运动委员会,401300
89951,宁波81890志愿者协会,300000
89965,山东建筑大学,205128
89965,梧州学院,197190
89965,广西梧州商贸学校,197190
89965,大连工业大学,207606
89965,罗定职业技术学院,201776
89966,云南基督教神学院,50000
110452,云南基督教神学院,50000
90001,西藏那曲县教育体育局,76000
106460,北京农家女文化发展中心,
90021,萤火虫自然保护研究中心,
90027,厦门小小鸥自然生态科普推广中心,
90030,成都秘境文化传播有限公司,
90020,北京瑞森德文化传播有限公司,
90019,广州市创绿文化活动策划有限公司,
102395,广州市创绿文化活动策划有限公司,114784
105872,广州市创绿文化活动策划有限公司,644518.75
110255,广州市创绿文化活动策划有限公司,211701.7
90038,上海青悦信息科技有限公司,
109309,上海青悦信息科技有限公司,10200
109308,上海青悦信息科技有限公司,82500
90040,北京鸿芷空间文化咨询有限公司,
103413,北京鸿芷空间文化咨询有限公司,50540
109333,北京鸿芷空间文化咨询有限公司,60509
90082,海南省民政厅,10007903
91168,海南省民政厅,3000000
92668,海南省民政厅,100000
90096,北京鼎弧文化传播有限公司,145275
99356,中国科学院心理研究所,484440
108007,中国科学院心理研究所,322960
90235,南通启益建设集团有限公司,355000
90235,苏州蓝海彤翔系统科技有限公司,2000000
90295,和平县古寨镇人民政府,100000
90300,蕉岭县蓝坊镇人民政府,100000
90311,共青团巧家县委,100000
90592,梅州市卫生局,3876700
90731,涠洲岛中小学,17110
88656,青岛天泰文化艺术有限公司,170000
119202,青岛天泰文化艺术有限公司,486250
90843,贵阳三联乳业有限公司,200000
119201,贵阳三联乳业有限公司,183733
92393,土木学院,68000
90885,中国关心下一代工作委员会儿童发展研究中心,5588000
90921,云南省接收救灾捐赠办公室,10000000
90905,云南省接收救灾捐赠办公室,10000000
90924,天全县人民政府,2200000
90985,中石化河南油建工程有限公司,13350358
118008,中石化河南油建工程有限公司,9345221.26
91005,深圳市宝中旅行社有限公司,494503.7
91009,郧西县财政局,3500000
91009,广西省天等县扶贫开发领导小组办公室,3300000
91009,龙州县扶贫开发领导小组办公室,3250000
91033,安化县扶贫开发局,7350000
91034,安化县扶贫开发局,1654000
91038,临沧市长久商贸有限公司,2380000
91057,海南省琼海市救灾办,2000000
91108,亿利东方学校,1000000
117121,亿利东方学校,1000000
91104,联合国防治荒漠化公约组织秘书处,1000000
91107,杭锦旗亿利东方幼儿园,468000
91110,都江堰顶新新建小学,960000
91110,安徽宿松高岭中心小学,339444
91111,台湾文创媒体艺术推广协会,250000
91112,云南省昭通市鲁甸县水磨镇九年一贯制学校,216000
91112,中共广河县委台湾工作办公室,500000
91136,深圳中学,2000000
91182,甘谷县人民政府,3670043.45
91197,贵州市新东方烹饪中等职业学校,362100
91197,河北女子职业技术学院,348000
91230,珠穆朗玛峰国家级自然保护区管理局,1000000
91234,绵竹市遵道学校,323701.02
91244,蕲春县非税收入管理局,5617000
110491,蕲春县非税收入管理局,4050000
110494,蕲春县非税收入管理局,14350000
91315,铜关侗族大歌生态博物馆,1000000
91317,北京创新乐知信息技术有限公司,1000000
91318,武汉学院,1000000
91318,深圳市南山中英文学校,1000000
110448,深圳市南山中英文学校,1000000
91318,中国科学院地理科学与资源研究所,3000000
91321,《公益时报》社,300000
91321,中国社会工作协会企业公民工作委员会,500000
91319,深圳市南山区西丽果场,420000
91319,深圳市八骏环境景观有限公司,266000
91319,北京林赛文化艺术有限公司,165000
91448,云南永乐完小,300000
107725,鲁甸县民政局,845000
107726,鲁甸县民政局,256200
118004,鲁甸县民政局,2000000
123690,鲁甸县民政局,3196000
91634,浙江奥康鞋业股份有限公司,1254460
91670,宁波诺丁汉大学AIESECUNNC,10000
91670,宁波诺丁汉大学青年志愿者协会,10000
91670,宁波诺丁汉大学飞盘社,10000
91670,宁波诺丁汉大学Skyline乐队,10000
91672,宁波诺丁汉大学商学院,85000
91948,海原县财政局,295000000
91950,韶山市韶山乡人民政府,12048700
91953,金寨县吴家店镇人民政府,10209550
92082,华中科技大学附属小学,963124
92099,中国人民公安大学出版社,60000
92102,北京燕大元照教育科技公司,17710
92113,北京燕大元照教育科技公司,17710
92111,湖北省武汉市中级人民法院,100000
92097,湖北省武汉市中级人民法院,100000
92117,团中央学校部,
111223,团中央学校部,
92117,中青旅控股股份有限公司,
111223,中青旅控股股份有限公司,
92132,教育部学位与研究生教育发展中心,
92132,世界石油大会中国国家委员会,
92132,中国石油学会,
92198,新疆自治区教育厅,
107965,新疆自治区教育厅,2730214
92522,平水镇敬老院,15366.2
92667,龙湖镇三英小学,80000
92941,云南海外文化教育中心,338513
118073,语文出版社有限公司,50000
93228,北邮科技酒店,45674
93229,北京亮马河大厦有限公司,74200
93228,北京亮马河大厦有限公司,63958
93242,佳信德润（北京）科技有限公司,90000
107216,佳信德润（北京）科技有限公司,40000
109306,佳信德润（北京）科技有限公司,20250
93228,北京倍能管理咨询有限公司,125893
93229,艾格浦文化传播（北京）有限公司,232000
93413,叶海燕,8000
93413,魏文英,8000
93435,囊谦县东坝乡寄宿制学校,16380
93499,嵩明县红十字会,2000000
93739,河南远识装饰有限公司,600000
94664,郑州市儿童福利院,15500
93909,长沙和风宾馆,66000
119165,中国人民解放军北京军区总医院,100474
109779,中国人民解放军北京军区总医院,76590
96501,北京师范大学中国公益研究院,3000000
106979,北京师范大学中国公益研究院,9000000
115356,北京市思诚朝阳门社区基金会,2500000
94207,大关县玉碗镇财政所,609077
94207,鲁甸县火德红乡财政所,1318157.5
94207,巧家县包谷垴乡财政所,531070.5
94207,永善县墨翰乡财政所,1047137.5
107725,永善县墨翰乡财政所,1817433.6
94207,昭阳区大寨子乡财政所,473266
107725,昭阳区大寨子乡财政所,784259
107726,昭阳区大寨子乡财政所,431373.2
94458,中国人民解放军空军政治部文工团,1500000
94458,北京求索传媒文化有限公司,322400
94458,中安国源（北京）投资基金管理有限公司,464000
94469,北京方圆伟业文化传媒有限公司,1500000
94620,上海崇明区大同敬老院,48000
94668,商城县幼儿园,23600
94668,新乡原阳桂刘庄小学,12878.5
94672,鲁山县董周三小学校,29739
94672,嵩县黄庄乡古垛小学,5640
94664,洛阳旺洼小学,20958.4
94664,固始县蒋集镇中心小学,120000
94766,上海市晋元高级中学,320000
94767,上海东方现代进修学院,110000
94883,南京大学出版社,40000
94927,长江路小学筹备组,100000
95244,江苏南通三建集团股份有限公司,14458400
110310,江苏南通三建集团股份有限公司,7905620
95244,中国建筑西南勘察设计研究院有限公司,1158960
95258,中国妇女出版社,4318067.8
96448,中国妇女出版社,298670
110633,中国妇女出版社,4757424.8
110644,中国妇女出版社,5820947
95267,奕聪中学（泉州洛江区会计核算中心）,295200
95277,防城实验高中,111250
95277,柳州高中,35400
110339,柳州高中,21000
95293,高峰学区,56376
95307,余下中心学校,16600
95315,北京尔康百旺医院有限公司,6547240.99
110635,北京尔康百旺医院有限公司,4196696.6
95317,明善网,20180
95332,德阳市妇女联合会,590000
95332,北京清澈高远文化传播有限公司,375000
95393,彩云社,9708.9
95393,春雨社,7820
95393,新晨助学,3798.5
95393,雨露社,11959
95400,龙潭财政所,37000
95390,当雄县卫生局,202275
95413,河北省红十字基金会石家庄中西医结合医院,3340000
95494,南京德颂文化传播有限公司,1265579.52
95501,烟台惠汝康商贸有限公司,200000
95505,湖南省妇女联合会,20000
96511,湖南省妇女联合会,12070000
110640,湖南省妇女联合会,100000
95577,北京京东世纪信息技术有限公司,1081988
104171,北京京东世纪信息技术有限公司,3847158
110643,北京京东世纪信息技术有限公司,13204882.12
109791,北京京东世纪信息技术有限公司,569764.9
95580,福建省老区建设促进会玉田分会,50000
95581,北京鲲鹏国际旅行社有限公司,696904.18
95581,北京意诺凯雅公关顾问有限责任公司,573779.25
95582,黑河市爱辉区上马厂乡中心学校,30000
95584,古田县平湖镇富达小学,30000
96046,北京意如广告有限公司,235400
96047,京山县宋河镇财政管理所,1000000
96047,京山县宋河镇财政管理所,1000000
96050,北京八达通航空服务有限公司,98706
96052,北京抵天盾防灾技术有限公司,440000
96052,北京博睿智诚文化传播发展有限公司,327200
96056,泽库县教育局,3726000
96060,甘肃省和政县人民医院,360000
96062,化隆回族自治县教育局,600000
96062,北京市怀柔区琉璃庙镇琉璃庙村经济合作社,100000
96161,西昌市六中,45000
96161,西昌市第一中学,30000
96161,西昌市第七中学,36000
96161,西昌市第四中学,9000
96161,西昌市第二中学,30000
96161,西昌市民中,30000
96161,西昌市川兴中学,75000
96161,西昌市礼州中学,45000
96167,巍山彝族回族自治县广播电视事业局,1000000
96254,阿左旗新浩特星辰工艺,69000
96271,青岛惠友大药房,1984500
96268,北京信海科园大药房有限公司,5644527.75
96268,广州市南外大药房有限公司,3812101.35
96298,吉林省法律援助中心,4500000
107624,吉林省法律援助中心,4200000
96298,湖北省法律援助中心,4001500
96299,建银饭店有限责任公司,239715
107625,建银饭店有限责任公司,173668
96442,中国儿童中心儿童探索馆,20019705
106967,中国儿童中心儿童探索馆,6000000
96448,北京欧亚美艺术展览服务有限公司,230000
96448,北京微慕湘业广告有限公司,100000
96484,彝良县妇联女企业家协会,200000
96487,永平县羊街英才春蕾小学,135000
96498,昭通市妇女联合会,1000000
96498,昭通市妇女联合会,372000
96498,景谷县妇联,185000
96504,永平县妇女联合会,240000
96504,林芝方志编辑工作室,357390
96504,林芝方志编辑工作室,376200
96504,林芝方志编辑工作室,188100
118059,林芝方志编辑工作室,1254758.67
96514,辽宁省妇女联合会,2488440
96514,中国邮政集团公司北京市海淀区双榆树邮政支局,2320236.3
96556,中国科学院古脊椎动物与古人类研究所,2830188.69
96556,中古基国源（北京）投资管理有限责任公司,450000
110653,中古基国源（北京）投资管理有限责任公司,930000
96552,祁连县博物馆,2640000
96664,聚思睿管理咨询有限公司,150000
96664,蓝晶展览展示公司,115010.5
96661,宜昌市第一人民医院,5000000
96665,北京中航旅航空服务有限公司,312226
96667,北京九如致远文化传媒有限公司,450000
96690,新华网股份有限公司,130000
99510,新华网股份有限公司,400000
125065,新华网股份有限公司,400000
96692,通江县财政局,700000
96672,策勒县教育局,8000000
96732,吉安职业技术学院,20000000
96805,中共南安市委教育工作委员会,600000
96848,江都市郭村镇财政所,150000
119390,江都市郭村镇财政所,150000
97038,中国人民革命军事博物馆,1300000
96986,厦门外国语学校,800000
97073,德林义肢康复器材(上海)有限公司,65000
97073,复旦大学附属眼耳鼻喉科医院,147299.9
119294,复旦大学附属眼耳鼻喉科医院,161106.5
97073,上海希望医科实业公司,57070
97090,北京联丰万达商贸有限公司,116300
97090,神州数码(昆山)供应链投资有限公司,264000
97098,甘孜州双鑫混凝土有限责任公司,2400000
119296,甘孜州双鑫混凝土有限责任公司,2400000
97106,上海绿地休闲实业有限公司,30600
97273,福建省晋江市养正中学,5000000
97274,松溪县会计集中核算中心,10000000
97264,浙江省瑞安中学,4003000
97328,江门市归国华侨联合会,70000
97295,甘肃景泰县第一中学,375000
97301,霞浦县长春中心小学,100000
97304,广西壮族自治区归国华侨联合会,200000
97305,广西壮族自治区归国华侨联合会,1000000
97305,黑龙江省归国华侨联合会,600000
97309,湖北沙市中学,625000
97312,北京桐润一行图文设计公司,151233.1
97314,禧平恩泽（北京）文化咨询有限公司,210000
97316,四川省侨商联合会,500000
97315,南阳市南方木业有限公司,98956
97265,河北衡水中学,100000
97268,中国华侨出版社,1500000
121708,中国华侨出版社,500000
97268,北京清尚建筑装饰工程公司,246184
97498,北京柏乔文化传媒有限公司,176400
97477,北京新文时代金币文化传播有限公司,199000
97477,东方恒通文化传媒（北京）有限公司,466000
97491,北京艳阳天儿文化传媒有限公司,456000
97554,长乐市林业局,5800000
97550,巴林右旗森源苗木有限公司,1953000
110688,巴林右旗森源苗木有限公司,837000
97550,淅川县林业局,651000
97550,茂县九顶山野生动植物之友协会,651000
97692,嘉定区真新街道睦邻党建服务中心,50000
97838,精功通用航空股份有限公司,1000000
108064,精功通用航空股份有限公司,235849.05
97836,中国民航出版社,1000000
108056,中国民航出版社,654867.29
97832,山东圣诚建设集团有限公司,116996.26
98098,纳板河流域国家级自然保护区管理局,50000
98066,盐边县关心下一代工作委员会,36000
98053,盐边县关心下一代工作委员会,44250
116176,盐边县关心下一代工作委员会,30000
98066,共青团攀枝花市东区委员会,9000
116176,共青团攀枝花市东区委员会,30000
98066,中国共产主义青年团攀枝花市仁和区委员会,28000
98053,中国共产主义青年团攀枝花市仁和区委员会,40300
98066,中国共产主义青年团攀枝花市西区委员会,29000
98053,中国共产主义青年团攀枝花市西区委员会,36950
98066,米易县关心下一代工作委员会,26000
98066,中国共产主义青年团米易县委员会,12000
98053,中国共产主义青年团米易县委员会,37600
98171,白马雪山自然保护区管理局,100000
98053,攀枝花市东区关心下一代工作委员会,45050
98193,玉龙县野生动植物保护协会,95000
97846,北京美景假期国际旅行社有限公司,141000
97841,北京宏元华盛文化发展有限公司,780000
97841,北京市壁琮影视文化有限公司,600000
97870,巨思元启（北京）文化传播有限公司,30000
97870,北京蓬蒿人剧场,30000
97861,北京千堆雪影视文化有限公司,70400
118442,中青旅联科（北京）公关顾问有限公司,235744.67
102739,浙江工业大学,53750
98245,璧山县妇联,180000
98245,重庆市巴南区妇女联合会,200000
98245,四川省武隆县妇女联合会,200000
98245,云阳县妇女联合会,140000
118733,云阳县妇女联合会,40000
98253,重庆剑涛科技有限公司,228000
98301,上海昆腾商贸有限公司,2700000
98303,北京博宁国际文化传播有限公司,5186950.52
98303,青春百年（北京）文化传媒有限责任公司,1325000
121492,青春百年（北京）文化传媒有限责任公司,1487300
98303,北京汇星盛世文化发展有限公司,760000
121492,北京汇星盛世文化发展有限公司,2195365.57
97861,北京百利顺印刷技术有限责任公司,320000
97864,北京优乐高文化传播有限公司,39000
97864,北京时代美创会展服务有限公司,114650
98345,玉树添力培训学校,500000
98448,上海话艺文化传播有限公司,1540000
120800,上海话艺文化传播有限公司,2000000
98546,桂阳县光明乡中心,103660
98546,韶山市银田镇中心小学,42600
98546,保靖县龙溪学区,45000
98546,凤凰县千工坪学区,52500
98546,保靖县清水坪学校,75000
98546,隆回县金石桥镇黄金井完全小学,75000
98546,桑植县洪家关乡南岔完小,75000
98546,通道侗族自治县独坡乡九年一贯制学校,75000
98497,丹东通海港航工程有限公司,45500000
98585,宁乡县朱良桥乡新颜村民委员会,100000
98590,湖南省邵东县妇女联合会,300000
100111,北京首航国力商贸有限公司,168000
98622,沧州市残疾人联合会,450000
100111,乐购仕(北京)商贸有限公司,75000
98576,中国共产党乐山市委员会宣传部,340000
98576,眉山市精神文明建设办公室,255000
98801,北京盛世道弘文化传媒有限公司,7200
98807,北京卓越一品广告有限公司,30680
98807,华夏众泽（北京）科技有限公司,300000
98807,北京宠福鑫动物医院有限公司,23500
98820,北京弘奥派瑞文化发展有限公司,300000
98818,北京泉空间文化发展有限公司,600000
114808,北京泉空间文化发展有限公司,300000
98893,北京市慢性病防治管理协会,1500000
98911,黔西南义龙新区管委会,17000000
98961,中国共产党北京市西城区委员会,900000
98961,日照市财政局国库科,900000
98961,中国共产党唐山市委员会宣传部,139500
98995,新宁县麻林瑶族乡中心小学,65000
98995,衡东县石滩乡真塘中学,55000
98995,衡山县新桥镇中心学校,55000
98995,安化长塘小学,50000
99004,重庆市江津区龙吟小学校,500000
98995,中共炎陵县委办公室,47000
98995,草潭完小学,45000
98995,湖南女子学院,44800
98995,冷水江市潘桥乡建新学校,40000
99014,巫溪县,300000
98995,涟源市文建学校,40000
99029,云南社会组织救援服务平台,200000
99077,天津赫尔商贸有限公司,1380000
99077,北京拓普华夏医疗器械有限公司,1893000
109879,北京拓普华夏医疗器械有限公司,2037000
99108,河北省红十字会,15245000
110661,河北省红十字会,7661250
99108,河南省红十字会,17610000
110661,河南省红十字会,8515900
99108,湖南省红十字会,8480000
110661,湖南省红十字会,5638450
99183,东莞市鼎派物联网技术有限公司,369650
110297,东莞市鼎派物联网技术有限公司,369650
99222,上海科技大学,7490000
99209,重庆市黔江区财政局,400000
99209,酉阳土家族苗族自治区国库集中支付中心,300000
99209,金寨县非税收入征收管理局,300000
99215,信阳市平桥区厚诚装饰工程有限公司,79823
99215,北京鑫志鹏科技发展有限公司,69368
99256,北京艳山红印刷技术有限公司,16050
99256,北京栖霞雅筑广告有限公司,22620
99400,武汉广播电视台,102000
99400,江汉区常青街办事处,60000
99400,青山区清晨微公益发展服务中心,60000
99392,黔西老年活动中心,30000
99400,新洲区一缕阳光爱心接力社,60000
99397,吾御吾道（北京)传媒文化有限公司,1430000
99292,太原理工大学,3907950
99301,国家留学基金管理委员会,4695511
99302,崇左市高级中学,753000
107976,崇左市高级中学,903000
99302,贵阳市第三实验中学,519000
99302,河北师大附属中学分校,750000
107976,河北师大附属中学分校,900000
99306,中央电教馆,69291.08
107979,中央电教馆,2652202.93
99310,常熟市海虞镇财政所,2016
107982,常熟市海虞镇财政所,7000
99310,江苏常熟海虞镇中心小学工会,2010
107982,江苏常熟海虞镇中心小学工会,20000
99323,云南商学院,2000040
99327,中央电化教育馆,2600000
107993,中央电化教育馆,1100000
99343,曲靖工商职业技术学院,72000
99343,曲靖工商职业技术学院,72000
108002,曲靖工商职业技术学院,600000
99347,山西省财政税务专科学校,150000
99347,无锡机电高等职业技术学校,150000
99347,江苏省职业技术学院,150000
99347,浙江经贸职业技术学院,150000
